edge_id,from_node,to_node,from_x,from_y,to_x,to_y,shape
-281248550,2852260297,cluster_2852246614_2852246615,4617.29,3555.73,4525.56,3596.39,"4617.29,3555.73 4527.61,3594.70 4525.56,3596.39"
-281248551#0,2852260299,cluster_2852260298_2852260303,4774.93,3432.33,4805.81,3423.03,"4774.93,3432.33 4805.81,3423.03"
-281248551#1,2852260300,2852260299,4740.09,3340.8,4764.01,3426.33,"4740.09,3340.80 4764.01,3426.33"
-281248552#0,2852260301,2852260299,4712.72,3452.33,4761.28,3436.59,"4712.72,3452.33 4761.28,3436.59"
-281248552#1,2852260302,2852260301,4677.75,3357.54,4701.75,3446.39,"4677.75,3357.54 4701.75,3446.39"
-281248554#0,3060610541,2847508903,4784.8,3139.71,4742.25,3141.17,"4784.80,3139.71 4742.25,3141.17"
-281248554#1,2852260311,3060610541,4950.59,3392.88,4799.34,3139.22,"4950.59,3392.88 4923.19,3285.56 4892.14,3138.97 4886.89,3133.56 4879.92,3131.53 4828.06,3138.24 4799.34,3139.22"
-281248554#2,2852260310,2852260311,4970.8,3491.05,4953.98,3406.92,"4970.80,3491.05 4953.98,3406.92"
-281248555,2852260311,cluster_2852260298_2852260303,4943.06,3401.17,4824.34,3435.94,"4943.06,3401.17 4940.80,3402.04 4824.34,3435.94"
-281249251,2852264834,297474849,5145.11,4531.19,5145.13,4531.0,"5145.11,4531.19 5145.13,4531.00"
-28462025#0,312691484,9322787078,8553.03,5297.55,8550.14,5298.5,"8553.03,5297.55 8550.14,5298.50"
-28462025#1,9322933335,312691484,8572.79,5290.86,8566.75,5292.94,"8572.79,5290.86 8566.75,5292.94"
-28462025#2,312691485,9322933335,8603.91,5280.13,8586.49,5286.14,"8603.91,5280.13 8586.49,5286.14"
-28462028#0,9322949360,297468753,8699.79,5257.39,8718.06,5310.07,"8699.79,5257.39 8718.06,5310.07"
-28462028#1,312691496,9322949360,8675.4,5187.03,8695.07,5243.78,"8675.40,5187.03 8693.14,5238.19 8695.07,5243.78"
-28462028#2,312691497,312691496,8631.09,5064.56,8670.52,5173.29,"8631.09,5064.56 8670.52,5173.29"
-28462031#1,cluster_1083529175_2675626674_312691597,cluster_10665444813_312691500,8473.66,5927.03,8527.03,5694.01,"8473.66,5927.03 8477.66,5909.78 8480.95,5887.57 8491.95,5837.81 8496.96,5808.36 8499.03,5758.72 8505.71,5727.06 8515.50,5707.73 8527.03,5694.01"
-28462034,cluster_1083529175_2675626674_312691597,312691557,8500.68,5937.34,8546.8,5697.77,"8500.68,5937.34 8504.57,5927.53 8509.39,5914.03 8524.32,5837.15 8536.48,5758.28 8538.07,5743.20 8541.41,5725.51 8546.80,5697.77"
-28462052,cluster_2347019602_312691659,312691652,8557.85,5948.62,8611.52,5718.22,"8557.85,5948.62 8560.83,5930.06 8611.52,5718.22"
-28462055#0,12086569100,312691660,8658.63,5761.0,8663.46,5733.05,"8658.63,5761.00 8662.01,5742.63 8663.46,5733.05"
-28462055#1,2675626672,12086569100,8644.21,5842.1,8656.0,5775.27,"8644.21,5842.10 8643.49,5831.36 8654.47,5783.56 8656.00,5775.27"
-28462055#2,297456497,2675626672,8658.42,5980.8,8645.17,5856.48,"8658.42,5980.80 8657.98,5978.91 8654.91,5965.65 8654.57,5937.37 8645.66,5863.86 8645.17,5856.48"
-28462056#0,cluster_312691701_3752556723,312691686,8793.52,5837.16,8792.16,5773.28,"8793.52,5837.16 8792.16,5773.28"
-28462056#2,12086560889,cluster_312691701_3752556723,8794.67,5868.5,8794.28,5859.29,"8794.67,5868.50 8794.28,5859.29"
-28462056#3,312691690,12086560889,8795.44,5886.93,8795.27,5882.92,"8795.44,5886.93 8795.27,5882.92"
-28462056#4,2675626675,312691690,8798.17,5952.11,8796.04,5901.32,"8798.17,5952.11 8796.04,5901.32"
-28462056#5,cluster_2347019624_312691688_312691691,2675626675,8801.0,6020.01,8798.79,5966.87,"8801.00,6020.01 8798.79,5966.87"
-28462057#0,cluster_3752556732_3752556733,312691690,8819.53,5891.81,8801.33,5892.34,"8819.53,5891.81 8801.33,5892.34"
-28462057#2,3266747419,cluster_3752556732_3752556733,8912.79,5889.08,8858.57,5890.66,"8912.79,5889.08 8858.57,5890.66"
-28462057#3,297457533,3266747419,8951.69,5888.09,8927.42,5888.69,"8951.69,5888.09 8927.42,5888.69"
-28462059#0,3752556750,cluster_2347019624_312691688_312691691,8847.72,6015.89,8807.02,6024.66,"8847.72,6015.89 8807.02,6024.66"
-28462059#1,2347019595,3752556750,8937.89,5987.3,8861.71,6012.46,"8937.89,5987.30 8905.58,6001.17 8861.71,6012.46"
-28462059#2,312691698,2347019595,8998.06,5963.16,8951.64,5981.4,"8998.06,5963.16 8986.29,5966.52 8951.64,5981.40"
-28462062#0,3752556721,cluster_312691701_3752556723,8841.28,5840.79,8799.26,5842.56,"8841.28,5840.79 8799.26,5842.56"
-28462062#1,cluster_312691702_6904337278_6904339992_6904339993,3752556721,8918.97,5837.52,8855.72,5840.19,"8918.97,5837.52 8855.72,5840.19"
-28462067#1,cluster_1083529122_12086622870,cluster_3140321831_3140321832,8395.02,6080.51,8312.34,6077.83,"8395.02,6080.51 8382.81,6080.09 8319.77,6078.01 8312.34,6077.83"
-28462067#10,cluster_12086605685_2347019637,cluster_312691777_9322776466,8726.41,6070.44,8625.96,6066.62,"8726.41,6070.44 8723.47,6062.02 8703.61,6057.99 8655.19,6061.74 8625.96,6066.62"
-28462067#12,2347019644,cluster_12086605685_2347019637,8733.11,6145.31,8729.63,6090.05,"8733.11,6145.31 8729.63,6090.05"
-28462067#3,12086622868,cluster_1083529122_12086622870,8432.72,6081.52,8424.26,6081.37,"8432.72,6081.52 8424.26,6081.37"
-28462067#4,9169431180,12086622868,8473.82,6081.12,8447.12,6081.75,"8473.82,6081.12 8454.98,6081.88 8447.12,6081.75"
-28462067#5,312691775,9169431180,8510.28,6079.64,8488.39,6080.52,"8510.28,6079.64 8488.39,6080.52"
-28462067#6,cluster_2347019635_312691776,312691775,8544.85,6076.47,8524.76,6078.57,"8544.85,6076.47 8524.76,6078.57"
-28462067#8,cluster_312691777_9322776466,cluster_2347019635_312691776,8608.33,6069.86,8579.8,6075.89,"8608.33,6069.86 8579.80,6075.89"
-28462071#0,3201880909,312691798,7615.16,5058.5,7518.88,5025.99,"7615.16,5058.50 7569.89,5043.21 7518.88,5025.99"
-28462071#1,312691896,3201880909,7718.32,5093.34,7628.95,5063.16,"7718.32,5093.34 7628.95,5063.16"
-28462071#2,312691799,312691896,7810.12,5124.33,7733.44,5098.44,"7810.12,5124.33 7733.44,5098.44"
-28462071#3,312691800,312691799,7864.78,5249.43,7818.99,5133.83,"7864.78,5249.43 7818.99,5133.83"
-28462075#0,6904390958,6904390955,7788.94,4835.81,7897.29,4873.21,"7788.94,4835.81 7799.15,4809.19 7876.09,4811.75 7897.29,4873.21"
-28462075#1,cluster_312691888_7274261857,6904390958,7775.06,4876.31,7784.05,4849.43,"7775.06,4876.31 7784.05,4849.43"
-28462075#3,312691895,cluster_312691888_7274261857,7742.79,4972.4,7767.83,4897.92,"7742.79,4972.40 7767.83,4897.92"
-28462075#4,312691896,312691895,7727.85,5089.68,7739.66,4986.8,"7727.85,5089.68 7739.66,4986.80"
-28462075#5,312691897,312691896,7715.7,5204.45,7726.1,5105.52,"7715.70,5204.45 7726.10,5105.52"
-28462080#0,312691895,312691904,7732.66,4974.94,7526.37,4907.09,"7732.66,4974.94 7526.37,4907.09"
-28462080#1,13568863422,312691895,7824.46,5006.14,7747.04,4979.76,"7824.46,5006.14 7747.04,4979.76"
-28462092#0,312692146,2705363643,7689.54,4456.26,7786.66,4418.3,"7689.54,4456.26 7786.66,4418.30"
-28462092#1,9342325370,312692146,7641.94,4468.16,7676.64,4458.88,"7641.94,4468.16 7672.28,4458.94 7676.64,4458.88"
-28462092#2,312692148,9342325370,7599.65,4481.02,7627.85,4472.44,"7599.65,4481.02 7627.85,4472.44"
-28463130#0,312706810,cluster_312706568_3205805738,6258.74,5652.59,6254.89,5770.85,"6258.74,5652.59 6257.96,5684.04 6254.89,5770.85"
-28463130#1,312706606,312706810,6260.19,5593.51,6259.09,5638.03,"6260.19,5593.51 6259.09,5638.03"
-28463137#0,312706630,312706624,6309.58,5655.95,6300.71,5768.89,"6309.58,5655.95 6300.71,5768.89"
-28463137#1,cluster_298599616_312706631,312706630,6314.21,5593.85,6310.69,5641.44,"6314.21,5593.85 6310.69,5641.44"
-28463143#0,312707189,312706632,6390.14,5733.8,6389.37,5764.37,"6390.14,5733.80 6389.37,5764.37"
-28463143#1,312706804,312707189,6392.03,5658.6,6390.5,5719.39,"6392.03,5658.60 6390.50,5719.39"
-28463143#2,cluster_298599317_312706805,312706804,6396.3,5594.31,6392.74,5643.99,"6396.30,5594.31 6392.74,5643.99"
-28463154#0,312706630,312706810,6304.66,5646.76,6267.98,5644.06,"6304.66,5646.76 6267.98,5644.06"
-28463154#1,3752451983,312706630,6345.94,5648.34,6319.13,5647.51,"6345.94,5648.34 6319.13,5647.51"
-28463154#10,9169836284,3752451986,6769.36,5651.84,6762.71,5651.97,"6769.36,5651.84 6762.71,5651.97"
-28463154#11,3752451985,9169836284,6796.49,5651.29,6783.76,5651.55,"6796.49,5651.29 6783.76,5651.55"
-28463154#12,3752451984,3752451985,6820.56,5650.81,6810.97,5651.01,"6820.56,5650.81 6820.00,5650.83 6810.97,5651.01"
-28463154#13,4952321197,3752451984,6839.99,5648.43,6835.08,5650.43,"6839.99,5648.43 6835.74,5650.42 6835.08,5650.43"
-28463154#14,4952321198,4952321197,6847.23,5640.07,6847.14,5640.25,"6847.23,5640.07 6847.14,5640.25"
-28463154#2,312706804,3752451983,6386.68,5649.61,6360.34,5648.79,"6386.68,5649.61 6360.34,5648.79"
-28463154#3,312706838,312706804,6581.27,5655.23,6401.19,5650.04,"6581.27,5655.23 6401.19,5650.04"
-28463154#4,9169836281,312706838,6608.03,5655.04,6595.35,5655.29,"6608.03,5655.04 6595.35,5655.29"
-28463154#5,9169836280,9169836281,6637.22,5655.59,6622.69,5655.14,"6637.22,5655.59 6622.69,5655.14"
-28463154#6,9169836275,9169836280,6657.51,5654.66,6651.95,5655.15,"6657.51,5654.66 6651.95,5655.15"
-28463154#7,2346766135,9169836275,6693.17,5653.37,6672.21,5653.84,"6693.17,5653.37 6672.21,5653.84"
-28463154#8,3752451987,2346766135,6723.39,5652.75,6707.58,5653.07,"6723.39,5652.75 6707.58,5653.07"
-28463154#9,3752451986,3752451987,6748.32,5652.26,6737.79,5652.47,"6748.32,5652.26 6737.79,5652.47"
-28463175#0,cluster_2349455053_312707100,312706935,6650.64,6146.28,6662.22,6208.62,"6650.64,6146.28 6661.12,6203.40 6662.22,6208.62"
-28463175#2,312707101,cluster_2349455053_312707100,6634.14,6075.97,6642.68,6111.53,"6634.14,6075.97 6642.68,6111.53"
-28463175#3,312707102,312707101,6608.12,5984.18,6630.17,6060.96,"6608.12,5984.18 6630.17,6060.96"
-28463175#4,2349454891,312707102,6591.65,5908.34,6603.75,5968.99,"6591.65,5908.34 6593.51,5924.03 6599.24,5953.35 6603.75,5968.99"
-28463175#5,cluster_2346766144_312707107,2349454891,6590.92,5859.88,6591.34,5893.94,"6590.92,5859.88 6591.15,5878.62 6591.34,5893.94"
-28463175#7,1083544545,cluster_2346766144_312707107,6590.03,5817.42,6590.48,5837.63,"6590.03,5817.42 6590.48,5837.63"
-28463195#0,312707262,312707189,6581.45,5716.91,6399.26,5724.93,"6581.45,5716.91 6399.26,5724.93"
-28463195#1,3752451990,312707262,6611.7,5715.43,6596.07,5716.22,"6611.70,5715.43 6596.07,5716.22"
-28463195#2,9169836279,3752451990,6634.43,5714.33,6626.1,5714.73,"6634.43,5714.33 6626.10,5714.73"
-28463195#3,9169836276,9169836279,6658.53,5713.39,6649.18,5713.73,"6658.53,5713.39 6649.18,5713.73"
-28463195#4,312707263,9169836276,6696.42,5711.22,6672.98,5712.68,"6696.42,5711.22 6672.98,5712.68"
-28463240#0,3201889101,cluster_312707496_312707511,5932.58,5604.1,5928.11,5584.52,"5932.58,5604.10 5928.11,5584.52"
-28463240#1,3201880914,3201889101,5949.61,5678.88,5936.03,5619.26,"5949.61,5678.88 5936.03,5619.26"
-28463240#2,2346766137,3201880914,5958.65,5718.6,5952.84,5693.11,"5958.65,5718.60 5952.84,5693.11"
-28463240#3,312707620,2346766137,5976.44,5796.69,5961.85,5732.64,"5976.44,5796.69 5961.85,5732.64"
-28463240#4,1086228497,312707620,6005.54,5901.76,5980.03,5810.79,"6005.54,5901.76 5980.03,5810.79"
-28463240#5,1086228688,1086228497,6027.95,5984.03,6009.4,5915.73,"6027.95,5984.03 6009.40,5915.73"
-28463240#6,312707621,1086228688,6036.66,6015.66,6031.77,5997.97,"6036.66,6015.66 6031.77,5997.97"
-28463258#0,9784440193,cluster_297532424_312709079,5799.38,6119.17,5744.9,6151.11,"5799.38,6119.17 5793.23,6124.61 5755.25,6144.51 5744.90,6151.11"
-28463258#1,312708052,9784440193,5828.94,6092.96,5810.17,6109.61,"5828.94,6092.96 5810.17,6109.61"
-28463258#2,9784512170,312708052,5995.11,6025.87,5840.53,6084.84,"5995.11,6025.87 5956.74,6032.84 5913.85,6044.96 5873.81,6065.92 5840.53,6084.84"
-28463258#3,312707621,9784512170,6029.25,6022.71,6009.51,6024.32,"6029.25,6022.71 6009.51,6024.32"
-28463258#4,1086228696,312707621,6081.49,6024.32,6043.6,6022.39,"6081.49,6024.32 6043.60,6022.39"
-28463258#5,3062473055,1086228696,6138.32,6026.85,6096.2,6025.07,"6138.32,6026.85 6135.34,6027.08 6096.20,6025.07"
-28463258#6,312708058,3062473055,6193.28,6022.5,6152.8,6025.73,"6193.28,6022.50 6176.21,6023.93 6152.80,6025.73"
-28463258#7,2346766147,312708058,6230.82,6014.8,6207.78,6020.26,"6230.82,6014.80 6207.78,6020.26"
-28463266#0,312708999,312708071,5691.42,5954.34,5724.43,5948.6,"5691.42,5954.34 5724.43,5948.60"
-28463266#1,312708577,312708999,5482.22,5990.71,5676.75,5956.89,"5482.22,5990.71 5676.75,5956.89"
-28463266#2,312708105,312708577,5429.92,5999.81,5467.83,5993.21,"5429.92,5999.81 5467.83,5993.21"
-28463266#3,3206050037,312708105,5386.56,6007.35,5415.58,6002.3,"5386.56,6007.35 5415.58,6002.30"
-28463266#4,3206050049,3206050037,5283.1,6025.34,5372.35,6009.82,"5283.10,6025.34 5372.35,6009.82"
-28463266#5,312708113,3206050049,5184.82,6042.43,5268.91,6027.81,"5184.82,6042.43 5268.91,6027.81"
-28463266#6,312708084,312708113,5147.16,6048.98,5165.3,6045.82,"5147.16,6048.98 5165.30,6045.82"
-28463273#0,312708110,cluster_297532982_3206066553,5392.35,5832.94,5384.04,5789.29,"5392.35,5832.94 5384.04,5789.29"
-28463273#1,312708491,312708110,5407.59,5912.93,5395.26,5848.2,"5407.59,5912.93 5395.26,5848.20"
-28463273#2,312708105,312708491,5422.67,5992.06,5410.29,5927.07,"5422.67,5992.06 5410.29,5927.07"
-28463273#3,cluster_2122505495_3206050041,312708105,5445.49,6103.04,5425.5,6006.31,"5445.49,6103.04 5425.50,6006.31"
-28463273#5,3206050043,cluster_2122505495_3206050041,5453.9,6145.92,5449.43,6121.81,"5453.90,6145.92 5452.57,6136.95 5449.43,6121.81"
-28463273#6,312709078,3206050043,5466.03,6227.65,5456.02,6160.17,"5466.03,6227.65 5456.02,6160.17"
-28463273#7,3206058537,312709078,5468.72,6265.57,5467.59,6243.55,"5468.72,6265.57 5467.59,6243.55"
-28463273#8,9634857077,3206058537,5470.09,6292.45,5469.46,6280.04,"5470.09,6292.45 5469.46,6280.04"
-28463273#9,cluster_10153696366_312709144,9634857077,5473.81,6365.05,5470.83,6306.86,"5473.81,6365.05 5470.83,6306.86"
-28463275,312708113,312708110,5181.92,6034.5,5385.77,5846.71,"5181.92,6034.50 5385.77,5846.71"
-28463281#0,312708919,cluster_312708120_3201889103,5630.85,5706.14,5664.51,5690.68,"5630.85,5706.14 5664.51,5690.68"
-28463281#1,cluster_312708614_312708709,312708919,5593.37,5723.36,5617.71,5712.18,"5593.37,5723.36 5617.71,5712.18"
-28463281#3,312708137,cluster_312708614_312708709,5493.08,5897.96,5570.16,5738.76,"5493.08,5897.96 5480.98,5828.63 5489.31,5812.42 5570.16,5738.76"
-28463343#0,cluster_312708560_312708867,312708491,5439.04,5913.09,5414.23,5917.43,"5439.04,5913.09 5414.23,5917.43"
-28463343#2,312708137,cluster_312708560_312708867,5485.37,5905.0,5465.99,5908.39,"5485.37,5905.00 5465.99,5908.39"
-28463343#3,312708556,312708137,5617.58,5881.31,5499.56,5902.49,"5617.58,5881.31 5499.56,5902.49"
-28463343#4,312708557,312708556,5662.18,5875.08,5631.78,5879.08,"5662.18,5875.08 5631.78,5879.08"
-28463347#0,312709048,cluster_312708560_312708867,5468.14,5948.79,5462.08,5918.04,"5468.14,5948.79 5462.08,5918.04"
-28463347#1,312708577,312709048,5474.88,5982.94,5470.93,5962.92,"5474.88,5982.94 5470.93,5962.92"
-28463350,312708556,cluster_312708614_312708709,5624.72,5873.84,5580.43,5737.62,"5624.72,5873.84 5587.68,5747.45 5580.43,5737.62"
-28463356#0,312708729,312708662,5549.17,5681.49,5526.3,5656.85,"5549.17,5681.49 5526.30,5656.85"
-28463356#1,cluster_312708614_312708709,312708729,5581.57,5716.39,5558.97,5692.04,"5581.57,5716.39 5558.97,5692.04"
-28463358,cluster_312708560_312708867,312708729,5446.76,5906.06,5548.71,5693.94,"5446.76,5906.06 5432.73,5823.78 5439.43,5802.97 5449.71,5786.34 5548.71,5693.94"
-28463361#0,312708557,312708919,5669.75,5868.02,5627.75,5714.42,"5669.75,5868.02 5658.16,5816.05 5627.75,5714.42"
-28463361#1,312709049,312708557,5678.19,5912.74,5672.66,5882.34,"5678.19,5912.74 5672.66,5882.34"
-28463361#2,312708999,312709049,5684.36,5946.59,5680.77,5926.9,"5684.36,5946.59 5680.77,5926.90"
-28463378,312709049,312709048,5670.51,5919.78,5474.86,5953.28,"5670.51,5919.78 5474.86,5953.28"
-28463389#0,12090044611,308482232,5230.02,6300.4,5226.17,6301.88,"5230.02,6300.40 5226.17,6301.88"
-28463389#1,1086228818,12090044611,5265.55,6287.86,5243.48,6295.24,"5265.55,6287.86 5250.88,6292.41 5243.48,6295.24"
-28463389#10,3206090571,cluster_3206058555_3206090569,5593.14,6200.82,5577.7,6204.81,"5593.14,6200.82 5577.70,6204.81"
-28463389#11,3206090579,3206090571,5625.25,6192.52,5607.09,6197.21,"5625.25,6192.52 5607.09,6197.21"
-28463389#12,cluster_12090027313_3755412579,3206090579,5656.03,6184.57,5639.19,6188.92,"5656.03,6184.57 5639.19,6188.92"
-28463389#14,cluster_297532424_312709079,cluster_12090027313_3755412579,5726.27,6166.41,5674.68,6179.75,"5726.27,6166.41 5674.68,6179.75"
-28463389#2,312709076,1086228818,5295.2,6278.67,5279.32,6283.59,"5295.20,6278.67 5279.32,6283.59"
-28463389#3,3206052486,312709076,5396.52,6251.71,5309.05,6274.93,"5396.52,6251.71 5361.18,6262.66 5309.05,6274.93"
-28463389#4,1086228824,3206052486,5428.54,6244.86,5410.35,6248.31,"5428.54,6244.86 5410.35,6248.31"
-28463389#5,312709078,1086228824,5457.29,6236.5,5443.71,6240.97,"5457.29,6236.50 5443.71,6240.97"
-28463389#6,3206090581,312709078,5496.38,6224.95,5472.49,6231.8,"5496.38,6224.95 5472.49,6231.80"
-28463389#7,3752450304,3206090581,5533.48,6216.03,5511.33,6221.08,"5533.48,6216.03 5511.33,6221.08"
-28463389#8,cluster_3206058555_3206090569,3752450304,5557.45,6210.05,5547.51,6212.62,"5557.45,6210.05 5547.51,6212.62"
-285870302,320129845,320129249,5889.81,4246.62,5918.27,4256.47,"5889.81,4246.62 5918.27,4256.47"
-29103356#0,320129844,320129256,5921.45,4151.88,5951.72,4162.53,"5921.45,4151.88 5951.72,4162.53"
-29103356#1,320126809,320129844,5871.45,4134.28,5907.86,4147.09,"5871.45,4134.28 5907.86,4147.09"
-29103362#0,320129914,320129913,5971.65,4015.57,5999.72,4027.29,"5971.65,4015.57 5999.72,4027.29"
-29103362#1,320127085,320129914,5922.54,3994.99,5958.1,4009.9,"5922.54,3994.99 5958.10,4009.90"
-29103497#0,320130397,320127663,5840.89,4023.31,5810.69,4103.29,"5840.89,4023.31 5810.69,4103.29"
-29103497#1,320127987,320130397,5858.01,3977.98,5845.98,4009.84,"5858.01,3977.98 5845.98,4009.84"
-29103497#10,320127990,cluster_320128606_320128817,5641.34,3590.78,5670.11,3632.19,"5641.34,3590.78 5670.11,3632.19"
-29103497#2,320129118,320127987,5872.31,3937.31,5862.93,3964.4,"5872.31,3937.31 5862.93,3964.40"
-29103497#3,320129123,320129118,5824.01,3831.51,5877.02,3923.7,"5824.01,3831.51 5878.71,3903.87 5880.48,3913.70 5877.02,3923.70"
-29103497#4,320129117,320129123,5808.67,3811.21,5815.32,3820.02,"5808.67,3811.21 5815.32,3820.02"
-29103497#5,320129114,320129117,5779.54,3772.68,5799.97,3799.7,"5779.54,3772.68 5797.21,3796.05 5799.97,3799.70"
-29103497#6,320129051,320129114,5741.22,3721.99,5770.86,3761.19,"5741.22,3721.99 5770.86,3761.19"
-29103497#7,2847491835,320129051,5718.29,3691.65,5732.42,3710.35,"5718.29,3691.65 5732.42,3710.35"
-29103497#8,cluster_320128606_320128817,2847491835,5688.29,3651.96,5709.49,3680.01,"5688.29,3651.96 5709.49,3680.01"
-29103543#0,cluster_320128266_320129120,3752425653,5724.35,3848.25,5759.38,3824.47,"5724.35,3848.25 5759.38,3824.47"
-29103543#2,320127243,cluster_320128266_320129120,5673.16,3889.63,5695.95,3872.11,"5673.16,3889.63 5695.95,3872.11"
-29103568,320128622,cluster_320128606_320128817,5718.32,3618.29,5690.01,3639.64,"5718.32,3618.29 5690.01,3639.64"
-29103570,320128622,320128640,5721.83,3608.49,5689.28,3567.34,"5721.83,3608.49 5689.28,3567.34"
-29103582#0,320128803,cluster_320128266_320129120,5702.22,3835.52,5711.64,3846.84,"5702.22,3835.52 5711.64,3846.84"
-29103582#1,12079758109,320128803,5685.68,3815.53,5692.65,3823.98,"5685.68,3815.53 5692.65,3823.98"
-29103582#2,320128804,12079758109,5659.26,3784.07,5676.46,3804.47,"5659.26,3784.07 5676.46,3804.47"
-29103582#3,2847491834,320128804,5634.7,3752.12,5650.08,3772.56,"5634.70,3752.12 5650.08,3772.56"
-29103582#4,320128834,2847491834,5598.0,3703.36,5626.04,3740.62,"5598.00,3703.36 5626.04,3740.62"
-29103582#5,320128805,320128834,5545.1,3633.68,5589.25,3691.79,"5545.10,3633.68 5589.25,3691.79"
-29103586#0,2844042076,cluster_320128606_320128817,5639.5,3665.67,5670.71,3642.62,"5639.50,3665.67 5670.71,3642.62"
-29103586#1,320128834,2844042076,5601.69,3693.61,5627.92,3674.23,"5601.69,3693.61 5627.92,3674.23"
-29103586#2,2670147904,320128834,5561.12,3722.81,5589.96,3702.18,"5561.12,3722.81 5564.37,3720.62 5589.96,3702.18"
-29103591#0,320128640,2705363590,5690.45,3559.63,5720.56,3538.97,"5690.45,3559.63 5720.56,3538.97"
-29103591#1,320127990,320128640,5645.96,3581.62,5678.17,3566.7,"5645.96,3581.62 5678.17,3566.70"
-29103591#2,2844042077,320127990,5594.43,3604.6,5632.77,3587.6,"5594.43,3604.60 5632.77,3587.60"
-29103591#3,320128805,2844042077,5549.51,3624.5,5581.12,3610.5,"5549.51,3624.50 5581.12,3610.50"
-29103591#4,2670147904,320128805,5551.21,3718.97,5536.18,3630.37,"5551.21,3718.97 5497.87,3647.03 5536.18,3630.37"
-29103591#5,320129083,2670147904,5611.61,3800.42,5559.79,3730.54,"5611.61,3800.42 5559.79,3730.54"
-29103591#6,3752425655,320129083,5651.25,3853.87,5620.19,3811.98,"5651.25,3853.87 5620.19,3811.98"
-29103591#7,320127243,3752425655,5664.71,3884.66,5657.96,3865.92,"5664.71,3884.66 5664.24,3882.31 5657.96,3865.92"
-29103604#0,2847491837,cluster_2705367211_3338403076_9682515861,5796.24,3678.24,5813.75,3666.55,"5796.24,3678.24 5813.75,3666.55"
-29103604#1,320129051,2847491837,5745.08,3712.36,5784.25,3686.23,"5745.08,3712.36 5784.25,3686.23"
-29103604#2,3752425652,320129051,5712.36,3736.56,5733.26,3720.75,"5712.36,3736.56 5733.26,3720.75"
-29103604#3,320128804,3752425652,5662.58,3774.23,5700.88,3745.25,"5662.58,3774.23 5700.88,3745.25"
-29103604#4,320129083,320128804,5621.4,3804.18,5650.78,3782.95,"5621.40,3804.18 5650.78,3782.95"
-29103608,320129114,2705363595,5783.33,3762.99,5849.04,3717.21,"5783.33,3762.99 5849.04,3717.21"
-29103609,320129117,2705363596,5812.61,3801.64,5879.6,3759.34,"5812.61,3801.64 5879.60,3759.34"
-29103610#0,12079758111,320129118,5824.13,3913.73,5868.79,3930.09,"5824.13,3913.73 5868.79,3930.09"
-29103610#1,320129124,12079758111,5750.88,3886.93,5810.61,3908.78,"5750.88,3886.93 5810.61,3908.78"
-29103610#2,cluster_320128266_320129120,320129124,5704.4,3870.72,5727.26,3878.59,"5704.40,3870.72 5727.26,3878.59"
-29103612#0,9611986453,320129123,5793.1,3847.01,5816.03,3830.41,"5793.10,3847.01 5816.03,3830.41"
-29103612#1,320129124,9611986453,5751.08,3877.4,5781.43,3855.45,"5751.08,3877.40 5781.43,3855.45"
-29103612#2,cluster_320128266_320129120,320129124,5720.7,3857.94,5731.36,3871.24,"5720.70,3857.94 5731.36,3871.24"
-29103618#0,320130380,320127243,5652.93,3940.09,5663.67,3904.72,"5652.93,3940.09 5658.17,3925.03 5663.67,3904.72"
-29103618#1,320130883,320130380,5632.97,3997.52,5648.2,3953.69,"5632.97,3997.52 5648.20,3953.69"
-29103618#2,320126898,320130883,5620.88,4032.29,5628.24,4011.12,"5620.88,4032.29 5628.24,4011.12"
-29103621#0,320129840,2705363604,6038.51,3945.85,6058.48,3892.66,"6038.51,3945.85 6058.48,3892.66"
-29103621#1,320129739,320129840,6025.07,3983.16,6033.47,3959.62,"6025.07,3983.16 6033.47,3959.62"
-29103621#2,320129913,320129739,6011.12,4022.24,6020.23,3996.73,"6011.12,4022.24 6020.23,3996.73"
-29103621#3,320129475,320129913,5999.41,4055.09,6006.28,4035.81,"5999.41,4055.09 6006.28,4035.81"
-29103621#4,320129692,320129475,5983.3,4100.25,5994.57,4068.65,"5983.30,4100.25 5994.57,4068.65"
-29103621#5,320129256,320129692,5962.98,4157.19,5978.46,4113.81,"5962.98,4157.19 5978.46,4113.81"
-29103621#6,320129249,320129256,5929.54,4250.92,5958.14,4170.75,"5929.54,4250.92 5958.14,4170.75"
-29103625#0,320127663,320126809,5815.93,4114.59,5857.78,4129.45,"5815.93,4114.59 5857.78,4129.45"
-29103625#1,320130496,320127663,5774.52,4099.22,5802.22,4109.59,"5774.52,4099.22 5802.22,4109.59"
-29103625#2,320130489,320130496,5695.55,4069.65,5761.02,4094.17,"5695.55,4069.65 5761.02,4094.17"
-29103625#3,320130457,320130489,5659.12,4056.01,5682.07,4064.6,"5659.12,4056.01 5682.07,4064.60"
-29103625#4,320126898,320130457,5623.1,4042.52,5645.57,4050.93,"5623.10,4042.52 5645.57,4050.93"
-29103625#5,320130825,320126898,5558.38,4020.15,5609.71,4037.72,"5558.38,4020.15 5609.71,4037.72"
-29103625#6,320126900,320130825,5530.9,4008.58,5544.76,4014.5,"5530.90,4008.58 5544.76,4014.50"
-29103632#0,cluster_320129272_320129273,320129439,6179.67,4129.28,6169.57,4160.01,"6179.67,4129.28 6169.57,4160.01"
