edge_id,from_node,to_node,from_x,from_y,to_x,to_y,shape
-1149851554#1,10696750087,10696750091,5048.97,3859.82,5115.07,3872.75,"5048.97,3859.82 5075.27,3841.51 5115.07,3872.75"
-1149851555,10696750091,10696750088,5124.31,3872.63,5209.38,3845.33,"5124.31,3872.63 5144.47,3861.94 5175.71,3850.68 5209.38,3845.33"
-1150930030,10706521846,10706521845,5215.23,3880.63,5203.87,3896.41,"5215.23,3880.63 5211.40,3885.01 5203.87,3896.41"
-1150930031,10706521850,10706521847,5234.68,3916.62,5207.65,3902.37,"5234.68,3916.62 5227.36,3916.45 5218.89,3913.35 5207.65,3902.37"
-1150930032#0,10706521871,10706521864,5044.88,3712.41,5039.82,3665.38,"5044.88,3712.41 5039.82,3665.38"
-1150930032#1,10706521865,10706521871,5046.51,3727.58,5045.88,3721.76,"5046.51,3727.58 5045.88,3721.76"
-1150930033,10706521865,10706521866,5042.49,3734.21,5002.28,3750.46,"5042.49,3734.21 5042.17,3734.71 5036.01,3741.51 5017.99,3747.70 5002.28,3750.46"
-1150930035,10706521870,10706521865,5071.7,3727.22,5049.97,3730.28,"5071.70,3727.22 5049.97,3730.28"
-1150930036,cluster_10706521872_3470869444,10706521871,5068.92,3712.25,5048.33,3715.11,"5068.92,3712.25 5048.33,3715.11"
-1152318870,10718188832,10718188827,5989.61,6306.04,5914.63,6317.81,"5989.61,6306.04 5978.37,6235.61 5919.91,6245.11 5910.28,6256.28 5907.08,6267.95 5914.63,6317.81"
-1154669365,10738537767,2705363532,4935.08,3497.81,4936.99,3501.13,"4935.08,3497.81 4936.99,3501.13"
-1171462672,10885598837,3206224328,9255.85,3051.63,9118.12,3092.46,"9255.85,3051.63 9253.32,3052.08 9244.86,3056.13 9239.26,3058.44 9231.76,3062.65 9225.54,3064.57 9215.92,3065.22 9205.36,3065.34 9192.87,3067.19 9166.00,3076.42 9118.12,3092.46"
-1183625825,10991629295,3207655325,9043.27,3986.04,8974.84,3914.07,"9043.27,3986.04 9041.46,3978.21 9029.15,3974.32 9018.53,3963.75 8999.26,3954.70 8995.77,3948.94 8985.77,3931.06 8974.84,3914.07"
-1184617291,11002978433,11002978267,4566.26,5368.01,3577.12,5317.42,"4566.26,5368.01 4575.53,5463.40 4557.22,5506.95 4549.10,5523.71 4521.00,5536.95 4511.09,5549.71 4516.74,5596.74 4518.14,5622.64 4498.99,5651.36 4486.64,5692.47 4456.14,5716.69 4401.44,5728.07 4368.23,5729.07 4346.81,5713.10 4308.58,5695.31 4279.45,5704.05 4273.24,5723.97 4263.54,5748.58 4249.43,5780.08 4240.15,5799.67 4234.76,5825.05 4221.58,5832.96 4166.73,5812.09 4149.47,5808.67 4083.25,5837.15 4042.44,5849.55 4025.75,5858.60 3809.34,5725.09 3780.28,5729.17 3698.04,5712.97 3652.31,5724.32 3634.90,5722.49 3612.06,5668.01 3585.89,5619.62 3577.56,5581.60 3546.83,5554.28 3552.48,5525.07 3562.33,5509.74 3577.28,5475.10 3597.98,5429.79 3603.31,5399.71 3580.21,5342.69 3577.12,5317.42"
-1185496574,11012170795,11012170794,5332.78,3192.5,5329.4,3158.71,"5332.78,3192.50 5329.40,3158.71"
-1185496575,1083578466,3206136307,5263.39,3055.6,5272.28,3108.96,"5263.39,3055.60 5268.40,3087.46 5272.28,3108.96"
-1185496576#0,2683178984,cluster_2705363585_297134148,5606.67,3326.48,5629.74,3423.71,"5606.67,3326.48 5620.15,3340.51 5621.49,3359.92 5628.68,3404.25 5629.74,3423.71"
-1185496576#1,cluster_1083578395_2683196014,2683178984,5550.66,3268.21,5591.67,3310.87,"5550.66,3268.21 5591.67,3310.87"
-1185496576#3,1083578414,cluster_1083578395_2683196014,5499.22,3217.73,5516.27,3234.27,"5499.22,3217.73 5516.27,3234.27"
-1185496576#4,1083578331,1083578414,5471.54,3193.66,5486.5,3206.42,"5471.54,3193.66 5486.50,3206.42"
-1185496576#5,3206173252,1083578331,5352.06,3110.77,5456.65,3182.71,"5352.06,3110.77 5373.20,3125.31 5456.65,3182.71"
-1185496577,11012170796,3206136302,5414.91,3081.79,5394.49,3002.79,"5414.91,3081.79 5394.49,3002.79"
-1185496580,11012170801,11012170800,5311.22,2970.39,5275.32,2976.75,"5311.22,2970.39 5275.32,2976.75"
-1185499486#0,11012220485,2683195201,5518.28,2994.99,5531.13,2992.83,"5518.28,2994.99 5531.13,2992.83"
-1185499486#1,2683198168,11012220485,5500.26,2999.72,5505.18,2998.17,"5500.26,2999.72 5505.18,2998.17"
-1185499488,11012220486,11012220485,5497.35,2950.9,5507.92,2988.25,"5497.35,2950.90 5507.92,2988.25"
-1194193540,11084993566,3752556667,8834.91,5196.27,8811.5,5099.13,"8834.91,5196.27 8829.86,5182.91 8819.58,5135.68 8811.50,5099.13"
-1195568114,11096775643,11096775639,8097.0,6336.91,8201.34,6333.66,"8097.00,6336.91 8119.60,6374.25 8121.94,6375.42 8125.00,6375.64 8127.78,6374.47 8201.34,6333.66"
-1196256092,11100842119,11100842109,8780.35,4878.35,8668.76,4976.14,"8780.35,4878.35 8770.72,4879.06 8753.16,4882.25 8743.18,4887.37 8735.20,4896.66 8728.59,4911.74 8722.73,4942.45 8718.30,4950.46 8713.99,4954.41 8707.54,4958.21 8687.12,4967.21 8668.76,4976.14"
-1196305843#0,5913465300,297517293,6559.48,3546.3,6546.19,3560.41,"6559.48,3546.30 6546.19,3560.41"
-1196305843#1,11101220092,5913465300,6580.4,3524.99,6570.41,3535.07,"6580.40,3524.99 6570.41,3535.07"
-1196310652,4952479608,297468672,8483.24,5466.21,8477.04,5378.51,"8483.24,5466.21 8486.53,5450.27 8489.71,5425.97 8486.15,5401.02 8477.04,5378.51"
-1196692167,2705418521,2349464645,6886.71,6266.0,6783.11,6278.77,"6886.71,6266.00 6864.46,6265.62 6783.11,6278.77"
-1196721320,8181786762,297460065,8307.55,5319.15,8307.04,5318.16,"8307.55,5319.15 8307.04,5318.16"
-1196985625,11106957095,11106957090,7623.71,6093.18,7635.44,6124.18,"7623.71,6093.18 7629.63,6115.85 7633.47,6120.12 7635.40,6124.08 7635.44,6124.18"
-1196985626,11106957102,11106957096,7740.32,6140.57,7648.21,6166.52,"7740.32,6140.57 7702.81,6150.08 7695.76,6154.22 7689.93,6157.33 7656.25,6165.54 7648.21,6166.52"
-1196985628,3909162623,3752451991,7670.21,5740.44,7495.12,5705.71,"7670.21,5740.44 7609.18,5731.53 7495.12,5705.71"
-1197332731,11109415790,11109415786,3959.05,6091.69,3876.88,6146.32,"3959.05,6091.69 3873.94,6100.11 3876.88,6146.32"
-1197332732#0,11109415790,11109415788,3962.74,6097.68,3965.82,6134.14,"3962.74,6097.68 3965.82,6134.14"
-1197332732#1,11109415789,11109415790,3957.22,6032.48,3961.94,6088.32,"3957.22,6032.48 3961.94,6088.32"
-1197332733,11109415792,11109415791,4034.6,6088.43,4036.8,6127.95,"4034.60,6088.43 4036.80,6127.95"
-1197332734,11109470218,11109470217,4465.84,5976.94,4522.07,6040.49,"4465.84,5976.94 4508.23,6024.86 4522.07,6040.49"
-1197332735,11109470220,11109470219,4474.67,5968.6,4533.01,6030.27,"4474.67,5968.60 4518.92,6015.38 4533.01,6030.27"
-1197983617,11121411360,3206191190,9073.9,2990.52,9102.01,2979.6,"9073.90,2990.52 9102.01,2979.60"
-1201595811,11140273263,8157208568,4766.03,3945.48,4775.06,3914.09,"4766.03,3945.48 4767.23,3939.60 4762.54,3928.51 4775.06,3914.09"
-1218481969#2,298937137,cluster_298937189_298937303,8036.59,5402.69,8103.9,5378.41,"8036.59,5402.69 8103.90,5378.41"
-1225578931#0,11365595260,11365595259,9130.31,5953.2,9131.25,5872.82,"9130.31,5953.20 9131.25,5872.82"
-1225579040,11365595613,11365595260,9157.65,5958.7,9135.87,5958.8,"9157.65,5958.70 9135.87,5958.80"
-1226064085,298599371,cluster_298599317_312706805,6400.43,5528.56,6393.9,5579.24,"6400.43,5528.56 6393.90,5579.24"
-1226064132,11369986263,11369973765,6579.31,5389.92,6515.39,5381.72,"6579.31,5389.92 6515.39,5381.72"
-1226064422,4952321178,4952321177,6601.77,5276.24,6597.85,5296.91,"6601.77,5276.24 6597.85,5296.91"
-1226065223,2349464646,10287500324,7629.15,6347.49,7648.12,6347.67,"7629.15,6347.49 7633.17,6347.53 7648.12,6347.67"
-1226065224#0,11370000469,10287500319,7772.42,6357.25,7756.29,6345.63,"7772.42,6357.25 7771.17,6355.95 7756.29,6345.63"
-1226065224#1,10287500319,11370000469,7757.53,6341.93,7775.35,6356.3,"7757.53,6341.93 7772.69,6342.56 7775.31,6344.85 7775.35,6356.30"
-1226372472,cluster_3201880969_9339354543,11372531219,7910.95,4626.61,7959.49,4650.93,"7910.95,4626.61 7912.11,4630.71 7933.85,4624.93 7942.53,4637.49 7957.77,4645.76 7959.49,4650.93"
-1227090451,11378963813,11378963812,4806.2,3350.97,4790.47,3293.07,"4806.20,3350.97 4790.47,3293.07"
-1227090452#0,11378963818,11378963814,4845.25,3334.46,4846.83,3339.76,"4845.25,3334.46 4846.83,3339.76"
-1227090452#1,11378963816,11378963818,4836.61,3305.38,4842.58,3325.44,"4836.61,3305.38 4842.58,3325.44"
-1227090452#2,11378963815,11378963816,4832.79,3292.53,4833.86,3296.12,"4832.79,3292.53 4833.86,3296.12"
-1227090453,11378963817,11378963816,4857.57,3297.6,4842.24,3297.76,"4857.57,3297.60 4842.24,3297.76"
-1227090454,11378963819,11378963818,4864.21,3322.22,4849.5,3326.62,"4864.21,3322.22 4849.50,3326.62"
-1227099809,11379060368,11379060367,6845.59,6502.95,6910.84,6501.9,"6845.59,6502.95 6906.71,6501.96 6910.84,6501.90"
-1227110119#0,3201880885,11379193380,6560.1,4081.18,6579.01,4014.06,"6560.10,4081.18 6560.76,4072.40 6564.39,4061.68 6570.95,4052.42 6578.81,4043.08 6579.01,4014.06"
-1227110119#1,3201880854,3201880885,6574.93,4156.84,6560.62,4089.18,"6574.93,4156.84 6560.62,4089.18"
-1227344948,3206093072,3206093078,7204.09,6245.37,7158.31,6262.2,"7204.09,6245.37 7184.31,6258.09 7158.31,6262.20"
-1227344949,11381331906,3206093078,7119.92,6269.82,7149.26,6266.63,"7119.92,6269.82 7149.26,6266.63"
-1227345421#0,11381330405,11381330404,7513.56,6138.12,7506.88,6117.59,"7513.56,6138.12 7507.68,6122.05 7506.88,6117.59"
-1227345421#1,11381330407,11381330405,7557.21,6191.01,7517.33,6141.15,"7557.21,6191.01 7544.75,6140.64 7517.33,6141.15"
-1227345422,11381330409,11381330405,7490.48,6205.86,7510.27,6146.16,"7490.48,6205.86 7482.70,6159.21 7510.27,6146.16"
-1227932631#1,11386881102,cluster_11386881101_13542720708,7851.98,4476.57,7890.44,4474.8,"7851.98,4476.57 7890.44,4474.80"
-1227932632#0,11386881103,cluster_11386881101_13542720708,7996.44,4465.88,7899.89,4471.12,"7996.44,4465.88 7899.89,4471.12"
-1227932632#1,13542720706,11386881103,8003.3,4472.5,8003.2,4471.85,"8003.30,4472.50 8003.20,4471.85"
-1227934183,11386900038,11386881103,8027.1,4464.23,8005.83,4465.37,"8027.10,4464.23 8005.83,4465.37"
-1227934184,11386900043,11386900039,7963.99,4488.1,7939.44,4488.55,"7963.99,4488.10 7961.63,4505.61 7938.68,4506.55 7939.21,4498.65 7939.44,4488.55"
-1229224950,11399566160,8157208664,4570.23,3592.55,4587.62,3626.28,"4570.23,3592.55 4587.62,3626.28"
-1229581718,11402336190,11402336189,5438.58,5488.63,5436.45,5549.62,"5438.58,5488.63 5436.45,5549.62"
-1229585467,11402427387,3095786386,7998.94,4071.04,7621.55,3867.03,"7998.94,4071.04 7821.66,4086.47 7802.82,4072.12 7796.38,4052.55 7770.04,4002.03 7754.80,3932.63 7737.99,3861.10 7625.22,3866.24 7621.55,3867.03"
-1229605103,11402541961,11402541960,7761.4,5419.13,7734.05,5495.42,"7761.40,5419.13 7735.00,5492.77 7734.05,5495.42"
-1229606601,11402616315,11402616312,6993.46,5867.02,6947.85,5870.13,"6993.46,5867.02 6990.86,5826.33 6944.99,5827.67 6947.85,5870.13"
-1229606602,11402616317,11402616316,7033.75,5820.2,7038.34,5863.92,"7033.75,5820.20 7038.34,5863.92"
-1229638030,6914659954,11402804519,8361.34,6590.43,8595.64,6678.12,"8361.34,6590.43 8416.96,6582.90 8417.93,6614.94 8435.09,6668.27 8526.91,6653.57 8583.27,6676.69 8595.64,6678.12"
-1229638808,11402844295,6904516207,8153.68,6062.51,8140.16,6030.0,"8153.68,6062.51 8140.16,6030.00"
-1258625021,3206166180,3206166186,5115.83,2999.19,5056.54,2999.94,"5115.83,2999.19 5056.54,2999.94"
-1258921660,11702832915,2122274708,5314.36,5558.32,5339.21,5557.17,"5314.36,5558.32 5339.21,5557.17"
-1274606616,11838321281,3207655985,9152.26,5097.82,9052.07,5122.36,"9152.26,5097.82 9052.07,5122.36"
-1274606617,11834874795,3207655985,8990.41,5141.78,9038.56,5129.09,"8990.41,5141.78 9038.56,5129.09"
-1283825440,2347019576,cluster_12031094205_4529249295_9169431141,9289.62,5849.35,9200.76,5866.3,"9289.62,5849.35 9200.76,5866.30"
-1296566150#0,3207655351,cluster_12014364845_3207656000,9035.12,5035.54,9130.17,5012.73,"9035.12,5035.54 9130.17,5012.73"
-1296566150#1,3207655985,3207655351,9045.47,5118.13,9030.68,5042.28,"9045.47,5118.13 9030.68,5042.28"
-1296566152#0,cluster_12014364845_3207656000,3207655348,9150.77,5007.33,9270.35,4977.01,"9150.77,5007.33 9182.77,4998.66 9270.35,4977.01"
-1296566154#0,3207655352,3207655291,9067.18,4660.35,9141.04,4656.62,"9067.18,4660.35 9141.04,4656.62"
-1296566154#1,cluster_12014364840_12014364841,3207655352,9057.37,4687.21,9058.51,4664.24,"9057.37,4687.21 9057.76,4668.06 9058.51,4664.24"
-1298775311#0,11365595259,11365595260,9122.39,5864.06,9121.73,5962.42,"9122.39,5864.06 9082.61,5864.97 9076.25,5867.21 9073.41,5875.09 9087.22,5959.08 9092.14,5964.09 9121.73,5962.42"
-1298775311#1,cluster_12031094205_4529249295_9169431141,11365595259,9166.01,5863.13,9136.8,5863.74,"9166.01,5863.13 9136.80,5863.74"
-1303855515#0,cluster_12074940489_12074940490,12074940488,9189.78,6170.97,9188.84,6171.11,"9189.78,6170.97 9188.84,6171.11"
-1303880132#1,cluster_2847508982_2847508983,cluster_12075112684_2847508981,3984.44,3047.81,3981.24,3035.88,"3984.44,3047.81 3981.24,3035.88"
-1303880132#3,2847508984,cluster_2847508982_2847508983,3988.36,3084.08,3988.08,3078.72,"3988.36,3084.08 3988.08,3078.72"
-1303880132#4,2847508987,2847508984,3998.11,3229.23,3988.74,3098.62,"3998.11,3229.23 3992.77,3155.43 3988.61,3113.76 3988.74,3098.62"
-1303880132#5,2845914038,2847508987,4003.49,3280.07,3999.49,3243.96,"4003.49,3280.07 3999.49,3243.96"
-1303880133,2845967967,cluster_12075112684_2847508981,3956.24,3032.53,3970.81,3032.34,"3956.24,3032.53 3970.81,3032.34"
-1303882228,12075156845,12075156842,5183.02,3157.01,5187.72,3178.44,"5183.02,3157.01 5183.67,3161.80 5185.67,3172.17 5187.72,3178.44"
-1303882229,12075156846,12075156845,5177.8,3120.27,5180.66,3140.13,"5177.80,3120.27 5180.66,3140.13"
-1303882230,12075156852,12075156847,5188.6,3050.17,5165.29,3081.09,"5188.60,3050.17 5165.58,3053.76 5163.66,3057.41 5163.04,3060.65 5163.29,3065.53 5165.29,3081.09"
-1304384987,12079572427,12079572426,6916.6,3121.51,6917.48,3191.13,"6916.60,3121.51 6917.48,3191.13"
-1304385742,2847490435,12079576848,6891.35,3190.72,6890.85,3167.69,"6891.35,3190.72 6891.29,3188.02 6890.85,3167.69"
-1304388408,320129723,297525430,6297.76,3945.19,6303.32,3898.16,"6297.76,3945.19 6303.32,3898.16"
-1304390345,12079640371,3848512835,6776.29,3542.36,6778.28,3581.19,"6776.29,3542.36 6778.28,3581.19"
-1304391155,3073375884,3073375883,6411.22,4062.45,6363.2,4053.96,"6411.22,4062.45 6363.20,4053.96"
-1304391762,12079621186,12079621185,6124.55,3614.17,6081.09,3636.22,"6124.55,3614.17 6081.09,3636.22"
-1304392186,298600301,12079645882,6121.97,3531.27,6119.46,3504.63,"6121.97,3531.27 6119.46,3504.63"
-1304393034,3338403078,cluster_2705367211_3338403076_9682515861,5910.48,3676.06,5835.59,3662.56,"5910.48,3676.06 5898.12,3651.33 5891.69,3638.43 5835.59,3662.56"
-1304393904,3750245180,12079632797,5808.86,3502.52,5830.66,3538.06,"5808.86,3502.52 5830.66,3538.06"
-1304393907,12079666262,12079666255,5787.35,3509.86,5774.39,3576.66,"5787.35,3509.86 5791.91,3515.29 5798.95,3526.72 5809.75,3543.44 5814.42,3550.20 5813.07,3555.26 5808.95,3558.00 5780.75,3573.25 5774.39,3576.66"
-1304404381#0,12079747514,2670147901,5931.76,3617.3,5931.68,3617.12,"5931.76,3617.30 5931.68,3617.12"
-1304404381#1,12079747533,12079747514,5968.61,3616.52,5925.83,3626.88,"5968.61,3616.52 5983.79,3636.92 5999.03,3666.75 5999.14,3670.26 5995.55,3673.85 5973.63,3681.01 5969.36,3680.83 5965.53,3675.36 5958.88,3656.80 5954.19,3653.21 5945.83,3655.15 5918.07,3667.10 5914.36,3667.36 5912.44,3665.64 5908.78,3658.21 5899.04,3640.95 5898.75,3637.43 5900.79,3634.95 5925.83,3626.88"
-1304404381#2,12079747514,12079747533,5939.56,3622.5,5956.13,3617.25,"5939.56,3622.50 5956.13,3617.25"
-1304404382,12079747534,12079747533,5961.18,3614.72,5961.24,3614.91,"5961.18,3614.72 5961.24,3614.91"
-1304405890,12079758110,12079758109,5725.53,3778.63,5687.59,3803.18,"5725.53,3778.63 5687.59,3803.18"
-1304405891,12079758111,9611986451,5814.02,3916.16,5804.84,3944.03,"5814.02,3916.16 5804.84,3944.03"
-1304427895,12079935854,12079935850,6419.65,5328.45,6398.02,5286.27,"6419.65,5328.45 6394.27,5326.28 6393.07,5324.94 6392.75,5322.60 6398.02,5286.27"
-1304430339,12079952220,12079952216,6540.27,5437.57,6511.94,5397.92,"6540.27,5437.57 6542.77,5421.99 6544.63,5408.87 6543.48,5404.39 6540.54,5401.84 6511.94,5397.92"
-1304432396#0,12079953133,cluster_12079953130_3752452003,6846.72,5785.08,6847.04,5793.41,"6846.72,5785.08 6847.04,5793.41"
-1304432396#1,12079953131,12079953133,6845.89,5762.96,6846.18,5770.69,"6845.89,5762.96 6846.18,5770.69"
-1304432397,12079953133,12079953132,6840.75,5776.39,6814.52,5776.69,"6840.75,5776.39 6814.52,5776.69"
-1304436468#0,1086229148,2349454936,6844.8,6010.18,6821.19,6004.07,"6844.80,6010.18 6829.29,6010.39 6826.57,6009.58 6821.19,6004.07"
-1304436468#1,1086229157,1086229148,6881.23,6009.86,6859.23,6010.03,"6881.23,6009.86 6859.23,6010.03"
-1304436468#2,cluster_2705418531_297523186,1086229157,6911.03,6015.16,6895.79,6011.24,"6911.03,6015.16 6895.79,6011.24"
-1304436469,2349454936,2349454990,6808.74,6004.06,6758.4,6053.43,"6808.74,6004.06 6793.63,6019.45 6778.15,6033.98 6758.85,6052.15 6758.40,6053.43"
-1304436470,12080024075,cluster_12080024074_3752462925,6826.96,5980.51,6818.31,5938.55,"6826.96,5980.51 6818.31,5938.55"
-1304436744#0,1086229148,12080025993,6850.41,6018.95,6850.2,6036.82,"6850.41,6018.95 6850.20,6036.82"
-1304436744#1,12080024073,1086229148,6849.81,5984.29,6850.32,6004.49,"6849.81,5984.29 6850.32,6004.49"
-1304440545,12080025707,2349454990,6768.92,6127.89,6757.49,6070.17,"6768.92,6127.89 6757.49,6070.17"
-1304441421,cluster_12080050726_2349454912,12080050722,6536.02,5969.93,6519.51,5909.52,"6536.02,5969.93 6529.08,5940.41 6525.83,5932.67 6524.12,5928.09 6519.51,5909.52"
-1304441422#0,12080050737,12080050727,6548.73,5899.45,6548.67,5899.26,"6548.73,5899.45 6548.67,5899.26"
-1304441422#1,12080050732,12080050737,6541.65,5930.94,6552.34,5912.16,"6541.65,5930.94 6542.41,5931.24 6554.84,5930.69 6556.56,5928.99 6556.47,5926.95 6552.34,5912.16"
-1304441422#2,12080050737,12080050732,6540.8,5904.74,6539.31,5928.85,"6540.80,5904.74 6538.07,5904.71 6535.35,5905.30 6534.13,5908.01 6538.82,5928.04 6539.31,5928.85"
-1304442391,14019024470,12080078357,6763.38,6468.37,6804.31,6473.91,"6763.38,6468.37 6768.04,6467.97 6770.21,6468.66 6772.65,6474.27 6802.43,6473.93 6804.31,6473.91"
-1304442392,12080078360,12080078359,6749.08,6457.2,6804.08,6447.35,"6749.08,6457.20 6804.08,6447.35"
-1304442393,12080078363,12536271037,6693.79,6508.02,6705.06,6586.67,"6693.79,6508.02 6704.48,6582.64 6705.06,6586.67"
-1304561902#0,12082117195,12082117193,7745.65,2961.76,7714.44,2972.75,"7745.65,2961.76 7714.44,2972.75"
-1304561902#1,12082117194,12082117195,7784.36,2948.12,7759.24,2956.97,"7784.36,2948.12 7759.24,2956.97"
-1304561903#0,12082117196,12082117195,7763.68,2986.06,7756.9,2967.13,"7763.68,2986.06 7756.90,2967.13"
-1304561903#1,320135322,12082117196,7773.29,3012.83,7768.55,2999.62,"7773.29,3012.83 7768.55,2999.62"
-1304561904,cluster_12082117197_298606268,12082117196,7796.63,2981.68,7771.11,2989.55,"7796.63,2981.68 7771.11,2989.55"
-1304562809#0,12082133494,cluster_12082133493_9183165042,7620.91,3091.42,7647.08,3096.24,"7620.91,3091.42 7647.08,3096.24"
-1304562809#1,12082133502,12082133494,7576.63,3038.16,7609.76,3091.78,"7576.63,3038.16 7573.61,3037.92 7560.32,3053.28 7558.31,3078.89 7572.69,3093.77 7596.76,3095.35 7609.76,3091.78"
-1304562809#2,12082133494,12082133502,7616.92,3082.44,7590.99,3039.3,"7616.92,3082.44 7618.20,3060.20 7601.12,3040.11 7590.99,3039.30"
-1304562810,cluster_12082133503_320135292,12082133502,7582.63,3034.75,7582.6,3034.95,"7582.63,3034.75 7582.60,3034.95"
-1304563031,12082132162,12082132161,7495.85,2983.76,7491.48,3007.0,"7495.85,2983.76 7491.48,3007.00"
-1304563032,9183165023,320135325,7446.81,2973.9,7441.88,2998.59,"7446.81,2973.90 7441.88,2998.59"
-1304563114,12082122530,12082122529,7479.9,3171.03,7472.97,3147.23,"7479.90,3171.03 7472.97,3147.23"
-1304568267,3201880986,3201880758,6894.91,4327.73,6887.06,4327.08,"6894.91,4327.73 6891.71,4327.45 6887.06,4327.08"
-1304569233,12082208341,12082208340,6495.75,4142.94,6497.47,4160.89,"6495.75,4142.94 6497.47,4160.89"
-1304570649,3201880740,3201880885,6524.6,4088.61,6553.93,4087.19,"6524.60,4088.61 6528.08,4088.44 6553.93,4087.19"
-1304570650,3201880741,3201880854,6532.9,4168.02,6569.64,4164.24,"6532.90,4168.02 6537.50,4168.16 6569.64,4164.24"
-1304571297,2984313055,7274261865,6258.0,4360.31,6254.81,4373.51,"6258.00,4360.31 6254.81,4373.51"
-1304572249#0,12082232016,320130144,6303.57,4387.16,6306.97,4376.53,"6303.57,4387.16 6306.97,4376.53"
-1304572249#1,12082219630,12082232016,6298.14,4404.26,6299.21,4400.87,"6298.14,4404.26 6299.21,4400.87"
-1304572758#0,12082232020,12082232016,6283.24,4370.19,6292.46,4392.78,"6283.24,4370.19 6280.53,4381.79 6280.71,4387.56 6285.50,4390.43 6292.46,4392.78"
-1304572760,12082232024,12082232020,6307.4,4343.89,6286.69,4356.1,"6307.40,4343.89 6299.16,4341.66 6293.09,4341.37 6289.60,4344.82 6286.69,4356.10"
-1304572761,320130144,12082232020,6300.97,4365.6,6293.9,4363.76,"6300.97,4365.60 6293.90,4363.76"
-1304573255,320129845,9182452551,5879.71,4249.14,5869.89,4280.28,"5879.71,4249.14 5875.26,4262.76 5869.89,4280.28"
-1304577442,12082263421,9182452553,5859.88,4237.99,5834.74,4230.16,"5859.88,4237.99 5834.74,4230.16"
-1304577443,12082263423,12082263422,5857.28,4251.0,5850.46,4274.83,"5857.28,4251.00 5850.46,4274.83"
-1304578497,320127663,12082297377,5805.37,4116.8,5793.43,4145.91,"5805.37,4116.80 5793.43,4145.91"
-1304580097,12082252231,12082252228,6341.45,4705.15,6385.97,4734.92,"6341.45,4705.15 6376.79,4719.10 6381.19,4727.61 6385.97,4734.92"
-1304580797,12082317273,1083545496,6415.78,4892.34,6390.79,4899.11,"6415.78,4892.34 6413.47,4904.55 6411.53,4909.76 6405.36,4910.53 6400.55,4908.99 6390.79,4899.11"
